index,LAUS,FIPS_state,FIPS_county,county_state,year,labor_force,employed,unemployed,unemployment_rate,county,state
2448,CN4704700000000,47.0,47.0,"Fayette County, TN",2005,15955,14874,1081,6.8,Fayette , TN
2449,CN4704900000000,47.0,49.0,"Fentress County, TN",2005,7029,6532,497,7.1,Fentress , TN
2450,CN4705100000000,47.0,51.0,"Franklin County, TN",2005,19828,18729,1099,5.5,Franklin , TN
2451,CN4705300000000,47.0,53.0,"Gibson County, TN",2005,20641,18886,1755,8.5,Gibson , TN
2452,CN4705500000000,47.0,55.0,"Giles County, TN",2005,13273,12302,971,7.3,Giles , TN
2453,CN4705700000000,47.0,57.0,"Grainger County, TN",2005,10042,9442,600,6,Grainger , TN
2454,CN4705900000000,47.0,59.0,"Greene County, TN",2005,31971,29235,2736,8.6,Greene , TN
2455,CN4706100000000,47.0,61.0,"Grundy County, TN",2005,5756,5323,433,7.5,Grundy , TN
2456,CN4706300000000,47.0,63.0,"Hamblen County, TN",2005,29400,27686,1714,5.8,Hamblen , TN
2457,CN4706500000000,47.0,65.0,"Hamilton County, TN",2005,156630,149223,7407,4.7,Hamilton , TN
2458,CN4706700000000,47.0,67.0,"Hancock County, TN",2005,2398,2181,217,9,Hancock , TN
2459,CN4706900000000,47.0,69.0,"Hardeman County, TN",2005,11035,10089,946,8.6,Hardeman , TN
2460,CN4707100000000,47.0,71.0,"Hardin County, TN",2005,11177,10360,817,7.3,Hardin , TN
2461,CN4707300000000,47.0,73.0,"Hawkins County, TN",2005,25347,23775,1572,6.2,Hawkins , TN
2462,CN4707500000000,47.0,75.0,"Haywood County, TN",2005,9116,8358,758,8.3,Haywood , TN
2463,CN4707700000000,47.0,77.0,"Henderson County, TN",2005,12615,11678,937,7.4,Henderson , TN
2464,CN4707900000000,47.0,79.0,"Henry County, TN",2005,14027,12974,1053,7.5,Henry , TN
2465,CN4708100000000,47.0,81.0,"Hickman County, TN",2005,10122,9495,627,6.2,Hickman , TN
2466,CN4708300000000,47.0,83.0,"Houston County, TN",2005,3763,3444,319,8.5,Houston , TN
2467,CN4708500000000,47.0,85.0,"Humphreys County, TN",2005,8824,8146,678,7.7,Humphreys , TN
2468,CN4708700000000,47.0,87.0,"Jackson County, TN",2005,5158,4714,444,8.6,Jackson , TN
2469,CN4708900000000,47.0,89.0,"Jefferson County, TN",2005,23507,22115,1392,5.9,Jefferson , TN
2470,CN4709100000000,47.0,91.0,"Johnson County, TN",2005,6943,6373,570,8.2,Johnson , TN
2471,CN4709300000000,47.0,93.0,"Knox County, TN",2005,213735,204747,8988,4.2,Knox , TN
2472,CN4709500000000,47.0,95.0,"Lake County, TN",2005,2568,2357,211,8.2,Lake , TN
2473,CN4709700000000,47.0,97.0,"Lauderdale County, TN",2005,9598,8760,838,8.7,Lauderdale , TN
2474,CN4709900000000,47.0,99.0,"Lawrence County, TN",2005,17272,15537,1735,10,Lawrence , TN
2475,CN4710100000000,47.0,101.0,"Lewis County, TN",2005,5113,4629,484,9.5,Lewis , TN
2476,CN4710300000000,47.0,103.0,"Lincoln County, TN",2005,16401,15621,780,4.8,Lincoln , TN
2477,CN4710500000000,47.0,105.0,"Loudon County, TN",2005,21651,20642,1009,4.7,Loudon , TN
2478,CN4710700000000,47.0,107.0,"McMinn County, TN",2005,23768,22321,1447,6.1,McMinn , TN
2479,CN4710900000000,47.0,109.0,"McNairy County, TN",2005,12196,11464,732,6,McNairy , TN
2480,CN4711100000000,47.0,111.0,"Macon County, TN",2005,10453,9856,597,5.7,Macon , TN
2481,CN4711300000000,47.0,113.0,"Madison County, TN",2005,46399,43811,2588,5.6,Madison , TN
2482,CN4711500000000,47.0,115.0,"Marion County, TN",2005,12720,11935,785,6.2,Marion , TN
2483,CN4711700000000,47.0,117.0,"Marshall County, TN",2005,12381,11581,800,6.5,Marshall , TN
2484,CN4711900000000,47.0,119.0,"Maury County, TN",2005,35653,33509,2144,6,Maury , TN
2485,CN4712100000000,47.0,121.0,"Meigs County, TN",2005,4750,4404,346,7.3,Meigs , TN
2486,CN4712300000000,47.0,123.0,"Monroe County, TN",2005,18464,17342,1122,6.1,Monroe , TN
2487,CN4712500000000,47.0,125.0,"Montgomery County, TN",2005,65160,61940,3220,4.9,Montgomery , TN
2488,CN4712700000000,47.0,127.0,"Moore County, TN",2005,3086,2944,142,4.6,Moore , TN
2489,CN4712900000000,47.0,129.0,"Morgan County, TN",2005,8118,7509,609,7.5,Morgan , TN
2490,CN4713100000000,47.0,131.0,"Obion County, TN",2005,15360,14434,926,6,Obion , TN
2491,CN4713300000000,47.0,133.0,"Overton County, TN",2005,9705,9140,565,5.8,Overton , TN
2492,CN4713500000000,47.0,135.0,"Perry County, TN",2005,3254,3020,234,7.2,Perry , TN
2493,CN4713700000000,47.0,137.0,"Pickett County, TN",2005,1839,1682,157,8.5,Pickett , TN
2494,CN4713900000000,47.0,139.0,"Polk County, TN",2005,7220,6792,428,5.9,Polk , TN
2495,CN4714100000000,47.0,141.0,"Putnam County, TN",2005,33719,32029,1690,5,Putnam , TN
2496,CN4714300000000,47.0,143.0,"Rhea County, TN",2005,13141,12253,888,6.8,Rhea , TN
2497,CN4714500000000,47.0,145.0,"Roane County, TN",2005,25587,24096,1491,5.8,Roane , TN
2498,CN4714700000000,47.0,147.0,"Robertson County, TN",2005,31473,29943,1530,4.9,Robertson , TN
2499,CN4714900000000,47.0,149.0,"Rutherford County, TN",2005,117742,112833,4909,4.2,Rutherford , TN
2500,CN4715100000000,47.0,151.0,"Scott County, TN",2005,8437,7853,584,6.9,Scott , TN
2501,CN4715300000000,47.0,153.0,"Sequatchie County, TN",2005,5792,5461,331,5.7,Sequatchie , TN
2502,CN4715500000000,47.0,155.0,"Sevier County, TN",2005,44971,42243,2728,6.1,Sevier , TN
2503,CN4715700000000,47.0,157.0,"Shelby County, TN",2005,428931,402211,26720,6.2,Shelby , TN
2504,CN4715900000000,47.0,159.0,"Smith County, TN",2005,9047,8501,546,6,Smith , TN
2505,CN4716100000000,47.0,161.0,"Stewart County, TN",2005,5865,5432,433,7.4,Stewart , TN
2506,CN4716300000000,47.0,163.0,"Sullivan County, TN",2005,71480,67752,3728,5.2,Sullivan , TN
2507,CN4716500000000,47.0,165.0,"Sumner County, TN",2005,75319,71846,3473,4.6,Sumner , TN
2508,CN4716700000000,47.0,167.0,"Tipton County, TN",2005,26436,24733,1703,6.4,Tipton , TN
2509,CN4716900000000,47.0,169.0,"Trousdale County, TN",2005,3671,3428,243,6.6,Trousdale , TN
2510,CN4717100000000,47.0,171.0,"Unicoi County, TN",2005,8144,7638,506,6.2,Unicoi , TN
2511,CN4717300000000,47.0,173.0,"Union County, TN",2005,8718,8231,487,5.6,Union , TN
2512,CN4717500000000,47.0,175.0,"Van Buren County, TN",2005,2456,2245,211,8.6,Van Buren , TN
2513,CN4717700000000,47.0,177.0,"Warren County, TN",2005,18324,16872,1452,7.9,Warren , TN
2514,CN4717900000000,47.0,179.0,"Washington County, TN",2005,57753,54913,2840,4.9,Washington , TN
2515,CN4718100000000,47.0,181.0,"Wayne County, TN",2005,6498,5708,790,12.2,Wayne , TN
2516,CN4718300000000,47.0,183.0,"Weakley County, TN",2005,15305,14240,1065,7,Weakley , TN
2517,CN4718500000000,47.0,185.0,"White County, TN",2005,10785,9736,1049,9.7,White , TN
2518,CN4718700000000,47.0,187.0,"Williamson County, TN",2005,81057,77958,3099,3.8,Williamson , TN
2519,CN4718900000000,47.0,189.0,"Wilson County, TN",2005,54198,51727,2471,4.6,Wilson , TN
2520,CN4800100000000,48.0,1.0,"Anderson County, TX",2005,20015,18753,1262,6.3,Anderson , TX
2521,CN4800300000000,48.0,3.0,"Andrews County, TX",2005,6337,6082,255,4,Andrews , TX
2522,CN4800500000000,48.0,5.0,"Angelina County, TX",2005,39283,37137,2146,5.5,Angelina , TX
2523,CN4800700000000,48.0,7.0,"Aransas County, TX",2005,10964,10363,601,5.5,Aransas , TX
2524,CN4800900000000,48.0,9.0,"Archer County, TX",2005,5289,5105,184,3.5,Archer , TX
2525,CN4801100000000,48.0,11.0,"Armstrong County, TX",2005,1123,1079,44,3.9,Armstrong , TX
2526,CN4801300000000,48.0,13.0,"Atascosa County, TX",2005,19011,18014,997,5.2,Atascosa , TX
2527,CN4801500000000,48.0,15.0,"Austin County, TX",2005,12797,12216,581,4.5,Austin , TX
2528,CN4801700000000,48.0,17.0,"Bailey County, TX",2005,3234,3059,175,5.4,Bailey , TX
2529,CN4801900000000,48.0,19.0,"Bandera County, TX",2005,9665,9230,435,4.5,Bandera , TX
2530,CN4802100000000,48.0,21.0,"Bastrop County, TX",2005,33653,31948,1705,5.1,Bastrop , TX
2531,CN4802300000000,48.0,23.0,"Baylor County, TX",2005,1863,1774,89,4.8,Baylor , TX
2532,CN4802500000000,48.0,25.0,"Bee County, TX",2005,11054,10267,787,7.1,Bee , TX
2533,CN4802700000000,48.0,27.0,"Bell County, TX",2005,114094,108380,5714,5,Bell , TX
2534,CN4802900000000,48.0,29.0,"Bexar County, TX",2005,714126,677680,36446,5.1,Bexar , TX
2535,CN4803100000000,48.0,31.0,"Blanco County, TX",2005,4691,4500,191,4.1,Blanco , TX
2536,CN4803300000000,48.0,33.0,"Borden County, TX",2005,457,440,17,3.7,Borden , TX
2537,CN4803500000000,48.0,35.0,"Bosque County, TX",2005,8387,7959,428,5.1,Bosque , TX
2538,CN4803700000000,48.0,37.0,"Bowie County, TX",2005,42168,39885,2283,5.4,Bowie , TX
2539,CN4803900000000,48.0,39.0,"Brazoria County, TX",2005,133540,125868,7672,5.7,Brazoria , TX
2540,CN4804100000000,48.0,41.0,"Brazos County, TX",2005,86694,83047,3647,4.2,Brazos , TX
2541,CN4804300000000,48.0,43.0,"Brewster County, TX",2005,5249,5052,197,3.8,Brewster , TX
2542,CN4804500000000,48.0,45.0,"Briscoe County, TX",2005,716,677,39,5.4,Briscoe , TX
2543,CN4804700000000,48.0,47.0,"Brooks County, TX",2005,3092,2883,209,6.8,Brooks , TX
2544,CN4804900000000,48.0,49.0,"Brown County, TX",2005,18671,17793,878,4.7,Brown , TX
2545,CN4805100000000,48.0,51.0,"Burleson County, TX",2005,8615,8258,357,4.1,Burleson , TX
2546,CN4805300000000,48.0,53.0,"Burnet County, TX",2005,20273,19380,893,4.4,Burnet , TX
2547,CN4805500000000,48.0,55.0,"Caldwell County, TX",2005,15967,15117,850,5.3,Caldwell , TX
2548,CN4805700000000,48.0,57.0,"Calhoun County, TX",2005,9347,8805,542,5.8,Calhoun , TX
2549,CN4805900000000,48.0,59.0,"Callahan County, TX",2005,6993,6708,285,4.1,Callahan , TX
2550,CN4806100000000,48.0,61.0,"Cameron County, TX",2005,140218,129543,10675,7.6,Cameron , TX
2551,CN4806300000000,48.0,63.0,"Camp County, TX",2005,5374,5064,310,5.8,Camp , TX
2552,CN4806500000000,48.0,65.0,"Carson County, TX",2005,3489,3352,137,3.9,Carson , TX
2553,CN4806700000000,48.0,67.0,"Cass County, TX",2005,13340,12512,828,6.2,Cass , TX
2554,CN4806900000000,48.0,69.0,"Castro County, TX",2005,3387,3201,186,5.5,Castro , TX
2555,CN4807100000000,48.0,71.0,"Chambers County, TX",2005,13984,13123,861,6.2,Chambers , TX
2556,CN4807300000000,48.0,73.0,"Cherokee County, TX",2005,20580,19430,1150,5.6,Cherokee , TX
2557,CN4807500000000,48.0,75.0,"Childress County, TX",2005,3069,2896,173,5.6,Childress , TX
2558,CN4807700000000,48.0,77.0,"Clay County, TX",2005,6476,6230,246,3.8,Clay , TX
2559,CN4807900000000,48.0,79.0,"Cochran County, TX",2005,1550,1462,88,5.7,Cochran , TX
2560,CN4808100000000,48.0,81.0,"Coke County, TX",2005,1372,1296,76,5.5,Coke , TX
2561,CN4808300000000,48.0,83.0,"Coleman County, TX",2005,4319,4120,199,4.6,Coleman , TX
2562,CN4808500000000,48.0,85.0,"Collin County, TX",2005,367439,350325,17114,4.7,Collin , TX
2563,CN4808700000000,48.0,87.0,"Collingsworth County, TX",2005,1625,1553,72,4.4,Collingsworth , TX
2564,CN4808900000000,48.0,89.0,"Colorado County, TX",2005,10314,9852,462,4.5,Colorado , TX
2565,CN4809100000000,48.0,91.0,"Comal County, TX",2005,48830,46631,2199,4.5,Comal , TX
2566,CN4809300000000,48.0,93.0,"Comanche County, TX",2005,6427,6125,302,4.7,Comanche , TX
2567,CN4809500000000,48.0,95.0,"Concho County, TX",2005,1377,1296,81,5.9,Concho , TX
2568,CN4809700000000,48.0,97.0,"Cooke County, TX",2005,19868,19025,843,4.2,Cooke , TX
2569,CN4809900000000,48.0,99.0,"Coryell County, TX",2005,25361,23789,1572,6.2,Coryell , TX
2570,CN4810100000000,48.0,101.0,"Cottle County, TX",2005,822,776,46,5.6,Cottle , TX
2571,CN4810300000000,48.0,103.0,"Crane County, TX",2005,1578,1498,80,5.1,Crane , TX
2572,CN4810500000000,48.0,105.0,"Crockett County, TX",2005,2036,1961,75,3.7,Crockett , TX
2573,CN4810700000000,48.0,107.0,"Crosby County, TX",2005,2923,2765,158,5.4,Crosby , TX
2574,CN4810900000000,48.0,109.0,"Culberson County, TX",2005,1648,1583,65,3.9,Culberson , TX
2575,CN4811100000000,48.0,111.0,"Dallam County, TX",2005,3079,2976,103,3.3,Dallam , TX
2576,CN4811300000000,48.0,113.0,"Dallas County, TX",2005,1142456,1077868,64588,5.7,Dallas , TX
2577,CN4811500000000,48.0,115.0,"Dawson County, TX",2005,5170,4817,353,6.8,Dawson , TX
2578,CN4811700000000,48.0,117.0,"Deaf Smith County, TX",2005,8330,7943,387,4.6,Deaf Smith , TX
2579,CN4811900000000,48.0,119.0,"Delta County, TX",2005,2412,2279,133,5.5,Delta , TX
2580,CN4812100000000,48.0,121.0,"Denton County, TX",2005,314097,299695,14402,4.6,Denton , TX
2581,CN4812300000000,48.0,123.0,"DeWitt County, TX",2005,9338,8907,431,4.6,DeWitt , TX
2582,CN4812500000000,48.0,125.0,"Dickens County, TX",2005,1076,1020,56,5.2,Dickens , TX
2583,CN4812700000000,48.0,127.0,"Dimmit County, TX",2005,3813,3500,313,8.2,Dimmit , TX
2584,CN4812900000000,48.0,129.0,"Donley County, TX",2005,1835,1745,90,4.9,Donley , TX
2585,CN4813100000000,48.0,131.0,"Duval County, TX",2005,5249,4926,323,6.2,Duval , TX
2586,CN4813300000000,48.0,133.0,"Eastland County, TX",2005,8491,8050,441,5.2,Eastland , TX
2587,CN4813500000000,48.0,135.0,"Ector County, TX",2005,62285,59458,2827,4.5,Ector , TX
2588,CN4813700000000,48.0,137.0,"Edwards County, TX",2005,1027,986,41,4,Edwards , TX
2589,CN4813900000000,48.0,139.0,"Ellis County, TX",2005,66297,62763,3534,5.3,Ellis , TX
2590,CN4814100000000,48.0,141.0,"El Paso County, TX",2005,290010,269570,20440,7,El Paso , TX
2591,CN4814300000000,48.0,143.0,"Erath County, TX",2005,17496,16774,722,4.1,Erath , TX
2592,CN4814500000000,48.0,145.0,"Falls County, TX",2005,7276,6826,450,6.2,Falls , TX
2593,CN4814700000000,48.0,147.0,"Fannin County, TX",2005,13803,12921,882,6.4,Fannin , TX
2594,CN4814900000000,48.0,149.0,"Fayette County, TX",2005,11997,11529,468,3.9,Fayette , TX
2595,CN4815100000000,48.0,151.0,"Fisher County, TX",2005,2028,1942,86,4.2,Fisher , TX
2596,CN4815300000000,48.0,153.0,"Floyd County, TX",2005,3255,3069,186,5.7,Floyd , TX
2597,CN4815500000000,48.0,155.0,"Foard County, TX",2005,686,653,33,4.8,Foard , TX
2598,CN4815700000000,48.0,157.0,"Fort Bend County, TX",2005,235000,222687,12313,5.2,Fort Bend , TX
2599,CN4815900000000,48.0,159.0,"Franklin County, TX",2005,5137,4888,249,4.8,Franklin , TX
2600,CN4816100000000,48.0,161.0,"Freestone County, TX",2005,10010,9586,424,4.2,Freestone , TX
2601,CN4816300000000,48.0,163.0,"Frio County, TX",2005,6371,5986,385,6,Frio , TX
2602,CN4816500000000,48.0,165.0,"Gaines County, TX",2005,6223,5926,297,4.8,Gaines , TX
2603,CN4816700000000,48.0,167.0,"Galveston County, TX",2005,137734,129836,7898,5.7,Galveston , TX
2604,CN4816900000000,48.0,169.0,"Garza County, TX",2005,2399,2292,107,4.5,Garza , TX
2605,CN4817100000000,48.0,171.0,"Gillespie County, TX",2005,12746,12315,431,3.4,Gillespie , TX
2606,CN4817300000000,48.0,173.0,"Glasscock County, TX",2005,637,613,24,3.8,Glasscock , TX
2607,CN4817500000000,48.0,175.0,"Goliad County, TX",2005,3397,3234,163,4.8,Goliad , TX
2608,CN4817700000000,48.0,177.0,"Gonzales County, TX",2005,9632,9233,399,4.1,Gonzales , TX
2609,CN4817900000000,48.0,179.0,"Gray County, TX",2005,10824,10367,457,4.2,Gray , TX
2610,CN4818100000000,48.0,181.0,"Grayson County, TX",2005,56416,53380,3036,5.4,Grayson , TX
2611,CN4818300000000,48.0,183.0,"Gregg County, TX",2005,60526,57558,2968,4.9,Gregg , TX
2612,CN4818500000000,48.0,185.0,"Grimes County, TX",2005,10229,9606,623,6.1,Grimes , TX
2613,CN4818700000000,48.0,187.0,"Guadalupe County, TX",2005,51700,49318,2382,4.6,Guadalupe , TX
2614,CN4818900000000,48.0,189.0,"Hale County, TX",2005,16756,15865,891,5.3,Hale , TX
2615,CN4819100000000,48.0,191.0,"Hall County, TX",2005,1585,1493,92,5.8,Hall , TX
2616,CN4819300000000,48.0,193.0,"Hamilton County, TX",2005,3958,3775,183,4.6,Hamilton , TX
2617,CN4819500000000,48.0,195.0,"Hansford County, TX",2005,2472,2384,88,3.6,Hansford , TX
2618,CN4819700000000,48.0,197.0,"Hardeman County, TX",2005,2292,2189,103,4.5,Hardeman , TX
2619,CN4819900000000,48.0,199.0,"Hardin County, TX",2005,24619,22996,1623,6.6,Hardin , TX
2620,CN4820100000000,48.0,201.0,"Harris County, TX",2005,1823699,1719989,103710,5.7,Harris , TX
2621,CN4820300000000,48.0,203.0,"Harrison County, TX",2005,31118,29386,1732,5.6,Harrison , TX
2622,CN4820500000000,48.0,205.0,"Hartley County, TX",2005,2276,2187,89,3.9,Hartley , TX
2623,CN4820700000000,48.0,207.0,"Haskell County, TX",2005,3147,3028,119,3.8,Haskell , TX
2624,CN4820900000000,48.0,209.0,"Hays County, TX",2005,67038,63996,3042,4.5,Hays , TX
2625,CN4821100000000,48.0,211.0,"Hemphill County, TX",2005,2251,2186,65,2.9,Hemphill , TX
2626,CN4821300000000,48.0,213.0,"Henderson County, TX",2005,34466,32483,1983,5.8,Henderson , TX
2627,CN4821500000000,48.0,215.0,"Hidalgo County, TX",2005,260575,239969,20606,7.9,Hidalgo , TX
2628,CN4821700000000,48.0,217.0,"Hill County, TX",2005,15349,14389,960,6.3,Hill , TX
2629,CN4821900000000,48.0,219.0,"Hockley County, TX",2005,11049,10554,495,4.5,Hockley , TX
2630,CN4822100000000,48.0,221.0,"Hood County, TX",2005,22525,21350,1175,5.2,Hood , TX
2631,CN4822300000000,48.0,223.0,"Hopkins County, TX",2005,17449,16650,799,4.6,Hopkins , TX
2632,CN4822500000000,48.0,225.0,"Houston County, TX",2005,8494,7945,549,6.5,Houston , TX
2633,CN4822700000000,48.0,227.0,"Howard County, TX",2005,13311,12602,709,5.3,Howard , TX
2634,CN4822900000000,48.0,229.0,"Hudspeth County, TX",2005,1328,1236,92,6.9,Hudspeth , TX
2635,CN4823100000000,48.0,231.0,"Hunt County, TX",2005,38516,36412,2104,5.5,Hunt , TX
2636,CN4823300000000,48.0,233.0,"Hutchinson County, TX",2005,10189,9670,519,5.1,Hutchinson , TX
2637,CN4823500000000,48.0,235.0,"Irion County, TX",2005,957,923,34,3.6,Irion , TX
2638,CN4823700000000,48.0,237.0,"Jack County, TX",2005,4078,3889,189,4.6,Jack , TX
2639,CN4823900000000,48.0,239.0,"Jackson County, TX",2005,6625,6299,326,4.9,Jackson , TX
2640,CN4824100000000,48.0,241.0,"Jasper County, TX",2005,15584,14330,1254,8,Jasper , TX
2641,CN4824300000000,48.0,243.0,"Jeff Davis County, TX",2005,1203,1156,47,3.9,Jeff Davis , TX
2642,CN4824500000000,48.0,245.0,"Jefferson County, TX",2005,111553,102875,8678,7.8,Jefferson , TX
2643,CN4824700000000,48.0,247.0,"Jim Hogg County, TX",2005,2616,2491,125,4.8,Jim Hogg , TX
2644,CN4824900000000,48.0,249.0,"Jim Wells County, TX",2005,19753,18664,1089,5.5,Jim Wells , TX
2645,CN4825100000000,48.0,251.0,"Johnson County, TX",2005,72108,68540,3568,4.9,Johnson , TX
2646,CN4825300000000,48.0,253.0,"Jones County, TX",2005,7869,7446,423,5.4,Jones , TX
2647,CN4825500000000,48.0,255.0,"Karnes County, TX",2005,5437,5092,345,6.3,Karnes , TX
2648,CN4825700000000,48.0,257.0,"Kaufman County, TX",2005,43006,40644,2362,5.5,Kaufman , TX
2649,CN4825900000000,48.0,259.0,"Kendall County, TX",2005,14298,13703,595,4.2,Kendall , TX
2650,CN4826100000000,48.0,261.0,"Kenedy County, TX",2005,248,241,7,2.8,Kenedy , TX
2651,CN4826300000000,48.0,263.0,"Kent County, TX",2005,440,422,18,4.1,Kent , TX
2652,CN4826500000000,48.0,265.0,"Kerr County, TX",2005,22578,21655,923,4.1,Kerr , TX
2653,CN4826700000000,48.0,267.0,"Kimble County, TX",2005,2264,2171,93,4.1,Kimble , TX
2654,CN4826900000000,48.0,269.0,"King County, TX",2005,167,160,7,4.2,King , TX
2655,CN4827100000000,48.0,271.0,"Kinney County, TX",2005,1439,1352,87,6,Kinney , TX
2656,CN4827300000000,48.0,273.0,"Kleberg County, TX",2005,16308,15469,839,5.1,Kleberg , TX
2657,CN4827500000000,48.0,275.0,"Knox County, TX",2005,1789,1704,85,4.8,Knox , TX
2658,CN4827700000000,48.0,277.0,"Lamar County, TX",2005,22980,21551,1429,6.2,Lamar , TX
2659,CN4827900000000,48.0,279.0,"Lamb County, TX",2005,7213,6861,352,4.9,Lamb , TX
2660,CN4828100000000,48.0,281.0,"Lampasas County, TX",2005,9922,9492,430,4.3,Lampasas , TX
2661,CN4828300000000,48.0,283.0,"La Salle County, TX",2005,2597,2451,146,5.6,La Salle , TX
2662,CN4828500000000,48.0,285.0,"Lavaca County, TX",2005,10355,9982,373,3.6,Lavaca , TX
2663,CN4828700000000,48.0,287.0,"Lee County, TX",2005,8656,8276,380,4.4,Lee , TX
2664,CN4828900000000,48.0,289.0,"Leon County, TX",2005,7702,7277,425,5.5,Leon , TX
2665,CN4829100000000,48.0,291.0,"Liberty County, TX",2005,31272,29160,2112,6.8,Liberty , TX
2666,CN4829300000000,48.0,293.0,"Limestone County, TX",2005,10327,9802,525,5.1,Limestone , TX
2667,CN4829500000000,48.0,295.0,"Lipscomb County, TX",2005,1662,1604,58,3.5,Lipscomb , TX
2668,CN4829700000000,48.0,297.0,"Live Oak County, TX",2005,5031,4777,254,5,Live Oak , TX
2669,CN4829900000000,48.0,299.0,"Llano County, TX",2005,8021,7614,407,5.1,Llano , TX
2670,CN4830100000000,48.0,301.0,"Loving County, TX",2005,39,35,4,10.3,Loving , TX
2671,CN4830300000000,48.0,303.0,"Lubbock County, TX",2005,137313,131720,5593,4.1,Lubbock , TX
2672,CN4830500000000,48.0,305.0,"Lynn County, TX",2005,2831,2667,164,5.8,Lynn , TX
2673,CN4830700000000,48.0,307.0,"McCulloch County, TX",2005,3757,3569,188,5,McCulloch , TX
2674,CN4830900000000,48.0,309.0,"McLennan County, TX",2005,112002,106373,5629,5,McLennan , TX
2675,CN4831100000000,48.0,311.0,"McMullen County, TX",2005,381,361,20,5.2,McMullen , TX
2676,CN4831300000000,48.0,313.0,"Madison County, TX",2005,4922,4638,284,5.8,Madison , TX
2677,CN4831500000000,48.0,315.0,"Marion County, TX",2005,5063,4775,288,5.7,Marion , TX
2678,CN4831700000000,48.0,317.0,"Martin County, TX",2005,2113,2020,93,4.4,Martin , TX
2679,CN4831900000000,48.0,319.0,"Mason County, TX",2005,2385,2314,71,3,Mason , TX
2680,CN4832100000000,48.0,321.0,"Matagorda County, TX",2005,16325,14998,1327,8.1,Matagorda , TX
2681,CN4832300000000,48.0,323.0,"Maverick County, TX",2005,19087,16543,2544,13.3,Maverick , TX
2682,CN4832500000000,48.0,325.0,"Medina County, TX",2005,19420,18465,955,4.9,Medina , TX
2683,CN4832700000000,48.0,327.0,"Menard County, TX",2005,1090,1040,50,4.6,Menard , TX
2684,CN4832900000000,48.0,329.0,"Midland County, TX",2005,66317,63868,2449,3.7,Midland , TX
2685,CN4833100000000,48.0,331.0,"Milam County, TX",2005,12157,11538,619,5.1,Milam , TX
2686,CN4833300000000,48.0,333.0,"Mills County, TX",2005,2547,2448,99,3.9,Mills , TX
2687,CN4833500000000,48.0,335.0,"Mitchell County, TX",2005,3363,3150,213,6.3,Mitchell , TX
2688,CN4833700000000,48.0,337.0,"Montague County, TX",2005,9784,9350,434,4.4,Montague , TX
2689,CN4833900000000,48.0,339.0,"Montgomery County, TX",2005,189082,180109,8973,4.7,Montgomery , TX
2690,CN4834100000000,48.0,341.0,"Moore County, TX",2005,10233,9846,387,3.8,Moore , TX
2691,CN4834300000000,48.0,343.0,"Morris County, TX",2005,6093,5723,370,6.1,Morris , TX
2692,CN4834500000000,48.0,345.0,"Motley County, TX",2005,669,642,27,4,Motley , TX
2693,CN4834700000000,48.0,347.0,"Nacogdoches County, TX",2005,31075,29454,1621,5.2,Nacogdoches , TX
2694,CN4834900000000,48.0,349.0,"Navarro County, TX",2005,21441,20210,1231,5.7,Navarro , TX
2695,CN4835100000000,48.0,351.0,"Newton County, TX",2005,5771,5239,532,9.2,Newton , TX
2696,CN4835300000000,48.0,353.0,"Nolan County, TX",2005,7559,7205,354,4.7,Nolan , TX
2697,CN4835500000000,48.0,355.0,"Nueces County, TX",2005,156542,148088,8454,5.4,Nueces , TX
2698,CN4835700000000,48.0,357.0,"Ochiltree County, TX",2005,5023,4863,160,3.2,Ochiltree , TX
2699,CN4835900000000,48.0,359.0,"Oldham County, TX",2005,1058,1018,40,3.8,Oldham , TX
2700,CN4836100000000,48.0,361.0,"Orange County, TX",2005,40782,37526,3256,8,Orange , TX
2701,CN4836300000000,48.0,363.0,"Palo Pinto County, TX",2005,14208,13564,644,4.5,Palo Pinto , TX
2702,CN4836500000000,48.0,365.0,"Panola County, TX",2005,11619,11050,569,4.9,Panola , TX
2703,CN4836700000000,48.0,367.0,"Parker County, TX",2005,50654,48241,2413,4.8,Parker , TX
2704,CN4836900000000,48.0,369.0,"Parmer County, TX",2005,4594,4413,181,3.9,Parmer , TX
2705,CN4837100000000,48.0,371.0,"Pecos County, TX",2005,6650,6308,342,5.1,Pecos , TX
2706,CN4837300000000,48.0,373.0,"Polk County, TX",2005,16734,15598,1136,6.8,Polk , TX
2707,CN4837500000000,48.0,375.0,"Potter County, TX",2005,56544,53955,2589,4.6,Potter , TX
2708,CN4837700000000,48.0,377.0,"Presidio County, TX",2005,3241,2884,357,11,Presidio , TX
2709,CN4837900000000,48.0,379.0,"Rains County, TX",2005,5087,4814,273,5.4,Rains , TX
2710,CN4838100000000,48.0,381.0,"Randall County, TX",2005,65374,63116,2258,3.5,Randall , TX
2711,CN4838300000000,48.0,383.0,"Reagan County, TX",2005,2183,2129,54,2.5,Reagan , TX
2712,CN4838500000000,48.0,385.0,"Real County, TX",2005,1320,1254,66,5,Real , TX
2713,CN4838700000000,48.0,387.0,"Red River County, TX",2005,6261,5875,386,6.2,Red River , TX
2714,CN4838900000000,48.0,389.0,"Reeves County, TX",2005,4230,3915,315,7.4,Reeves , TX
2715,CN4839100000000,48.0,391.0,"Refugio County, TX",2005,3852,3661,191,5,Refugio , TX
